id,prediction
10245,3.4787776559467725
10246,3.279146499146501
10247,3.218615517010911
10248,3.558312654047949
10249,3.417339749870709
10250,3.3636175469263705
10251,3.5709498192954077
10252,2.729704042651024
10253,3.2489013258070156
10254,3.197088031042381
10255,3.3623551292296234
10256,3.293927881035291
10257,3.4397038170407748
10258,2.9055629319740404
10259,3.1576039937537086
10260,3.0000546954430836
10261,3.048838364527218
10262,3.049362505256467
10263,3.0920116095314647
10264,3.1821191696990097
10265,2.9632917677851367
10266,3.065455372485506
10267,2.383472136413312
10268,3.329906876367704
10269,3.1020378826526662
10270,3.342121018108787
10271,3.127902588049647
10272,3.480579045553601
10273,2.962651517612313
10274,2.450922902420916
10275,3.365156863477027
10276,3.1657028870327264
10277,3.206154658002568
10278,3.3255208244836734
10279,3.5018677503394477
10280,3.2122271819721004
10281,3.0943944203933778
10282,2.921024743217043
10283,3.385972345972346
10284,3.0172871765290004
10285,3.478752267731754
10286,3.2614239018460656
10287,3.2617612296375027
10288,3.5275239353103145
10289,2.9337519465267134
10290,2.806008809294749
10291,2.9592496539999558
10292,3.4902877293415218
10293,3.0942115801572445
10294,3.3646968288883414
10295,2.8373289943190834
10296,3.2978033532445292
10297,3.258826806071724
10298,3.4458918704506925
10299,2.3208229749406213
10300,3.0628384138561775
10301,3.0421238431372695
10302,3.4553949234927486
10303,3.407811187716372
10304,3.311181745473104
10305,3.4478147929327423
10306,3.301796016246398
10307,3.4601344207826408
10308,3.064264785333231
10309,3.267560372078774
10310,3.172221351459306
10311,3.5884036226617506
10312,3.125166190723215
10313,3.583699903225412
10314,3.4281975337953607
10315,3.2951263997219877
10316,3.270067239442241
10317,3.057674325789108
10318,3.1598539989246635
10319,3.1073333834415884
10320,3.267560372078774
10321,3.0084284618707615
10322,3.3122869106842012
10323,3.334365914774195
10324,3.467060000968248
10325,3.3418295545293644
10326,3.3632549508316774
10327,3.194139263734851
10328,3.1387842576140956
10329,3.4820619695851893
10330,3.332925773877515
10331,3.311181745473104
10332,3.0551200610710634
10333,3.5319983091209877
10334,3.068317412286572
10335,2.982583002387567
10336,3.2122271819721004
10337,3.3863982280347855
10338,3.0395344134043802
10339,3.3203602558014316
10340,3.267560372078774
10341,3.0095935435778927
10342,3.383199037572101
10343,3.112216880995148
10344,3.015550963009319
10345,3.2950742088822578
10346,2.900939863726242
10347,3.394849382691456
10348,3.049415687242661
10349,3.111267523111563
10350,3.218615517010911
10351,3.336852086503017
10352,3.4465909912601074
10353,3.1290446137734644
10354,3.3471684427098007
10355,3.3651157905023483
10356,2.6190055430961
10357,3.0076616496005033
10358,2.765572733569016
10359,3.4272422457846976
10360,3.2007713312065333
10361,3.2897248193389825
10362,3.170142549768929
10363,3.267560372078774
10364,3.267560372078774
10365,3.252981602062484
10366,2.9115745400768613
10367,2.4384828637386162
10368,3.253283918715419
10369,2.210243380684557
10370,2.517992929351623
10371,3.267560372078774
10372,3.270054516911326
10373,3.16373541006525
10374,3.482306153363036
10375,3.47877401222022
10376,2.5907727253895976
10377,3.258826806071724
10378,3.302246424359764
10379,3.3953192843123188
10380,3.1948009370458554
10381,3.1548627700886196
10382,3.512179081517318
10383,3.341383720593808
10384,2.4150905690963227
10385,3.0942115801572445
10386,3.3883694651472114
10387,3.4134303923642153
10388,3.4276499820153057
10389,2.947373395689417
10390,3.4714878044676807
10391,3.4466198437690685
10392,3.1948009370458554
10393,3.3880715273106583
10394,3.444834505960666
10395,3.3658537298765636
10396,3.319945301441044
10397,3.0310045844188225
10398,3.1027240962118654
10399,3.1216758256516752
10400,3.2678351515986943
